ID,INN,Name,Price,Category,NReviews,Rating,Country,Volume
7000,7718979307,Холодильная сплит-система Polair Horisontal SM109H,80156,fridge,0,0,Россия,0
7001,7718979307,Воздухоохладитель ВСА 2.2/311B,54317,fridge,0,0,Россия,0
7002,7718979307,Холодильная сплит-система Polair Horisontal SM111H,80000,fridge,0,0,Россия,0
7003,7718979307,Воздухоохладитель ВСА 4.7/312B,80368,fridge,0,0,Россия,0
7004,7718979307,Холодильный моноблок Polair Standard MM 109 S,69143,fridge,0,0,Россия,0
7005,7718979307,Холодильная сплит-система Polair Horisontal SM113H,80000,fridge,0,0,Россия,0
7006,7718979307,Воздухоохладитель BCA 9/352B,115809,fridge,0,0,Россия,0
7007,7718979307,Холодильный моноблок Polair Standard MM 111 S,70716,fridge,0,0,Россия,0
7008,7718979307,Холодильный моноблок Polair Standard MM 113 S,76995,fridge,0,0,Россия,0
7009,7718979307,Бу Холодильный агрегат Bitzer UCF-G 4CES-6Y (полный комплект),1145000,fridge,0,0,Россия,0
7010,7718979307,Бу Холодильный агрегат Bitzer 2HC – 2.2 (полный комплект),128000,fridge,0,0,Россия,0
7011,7718979307,Холодильная сплит-система Polair Horisontal SM115H,80000,fridge,0,0,Россия,0
7012,7718979307,Воздухоохладитель ВСА 14.5/402B,153682,fridge,0,0,Россия,0
7013,7718979307,Холодильный моноблок Polair Standard MM 115 S,81796,fridge,0,0,Россия,0
7014,7718979307,Бу Холодильный агрегат Bitzer 2FC – 3.2 (полный комплект),131000,fridge,0,0,Россия,0
7015,7718979307,Холодильная сплит-система Polair Horisontal SB108H,80000,fridge,0,0,Россия,0
7016,7718979307,Воздухоохладитель ВСА 25/502A,260610,fridge,0,0,Россия,0
7017,7718979307,Холодильный моноблок Polair Standard MM 218 S,99737,fridge,0,0,Россия,0
7018,7718979307,Бу Холодильный агрегат Bitzer 2EC – 3.2 (полный комплект),133339,fridge,0,0,Россия,0
7019,7718979307,Воздухоохладитель ВСА 36.5/503A,352267,fridge,0,0,Россия,0
